PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
25934803,PUG-SOAP and PUG-REST: web services for programmatic access to chemical information in PubChem,"Kim S, Thiessen PA, Bolton EE, Bryant SH.",Nucleic Acids Res. 2015 Jul 1;43(W1):W605-11. doi: 10.1093/nar/gkv396. Epub 2015 Apr 30.,Kim S,Nucleic Acids Res,2015,2015/05/03,PMC4489244,,10.1093/nar/gkv396
25934806,Localize.pytom: a modern webserver for cryo-electron tomography,Hrabe T.,Nucleic Acids Res. 2015 Jul 1;43(W1):W231-6. doi: 10.1093/nar/gkv400. Epub 2015 Apr 30.,Hrabe T,Nucleic Acids Res,2015,2015/05/03,PMC4489234,,10.1093/nar/gkv400
25940619,RNAPattMatch: a web server for RNA sequence/structure motif detection based on pattern matching with flexible gaps,"Drory Retwitzer M, Polishchuk M, Churkin E, Kifer I, Yakhini Z, Barash D.",Nucleic Acids Res. 2015 Jul 1;43(W1):W507-12. doi: 10.1093/nar/gkv435. Epub 2015 May 4.,Drory Retwitzer M,Nucleic Acids Res,2015,2015/05/06,PMC4489251,,10.1093/nar/gkv435
25940623,MapMyFlu: visualizing spatio-temporal relationships between related influenza sequences,"Nolte N, Kurzawa N, Eils R, Herrmann C.",Nucleic Acids Res. 2015 Jul 1;43(W1):W547-51. doi: 10.1093/nar/gkv417. Epub 2015 May 4.,Nolte N,Nucleic Acids Res,2015,2015/05/06,PMC4489300,,10.1093/nar/gkv417
25940629,NFFinder: an online bioinformatics tool for searching similar transcriptomics experiments in the context of drug repositioning,"Setoain J, Franch M, Martínez M, Tabas-Madrid D, Sorzano CO, Bakker A, Gonzalez-Couto E, Elvira J, Pascual-Montano A.",Nucleic Acids Res. 2015 Jul 1;43(W1):W193-9. doi: 10.1093/nar/gkv445. Epub 2015 May 4.,Setoain J,Nucleic Acids Res,2015,2015/05/06,PMC4489258,,10.1093/nar/gkv445
25940630,Galahad: a web server for drug effect analysis from gene expression,"Laenen G, Ardeshirdavani A, Moreau Y, Thorrez L.",Nucleic Acids Res. 2015 Jul 1;43(W1):W208-12. doi: 10.1093/nar/gkv436. Epub 2015 May 4.,Laenen G,Nucleic Acids Res,2015,2015/05/06,PMC4489261,,10.1093/nar/gkv436
25940632,FNTM: a server for predicting functional networks of tissues in mouse,"Goya J, Wong AK, Yao V, Krishnan A, Homilius M, Troyanskaya OG.",Nucleic Acids Res. 2015 Jul 1;43(W1):W182-7. doi: 10.1093/nar/gkv443. Epub 2015 May 4.,Goya J,Nucleic Acids Res,2015,2015/05/06,PMC4489275,,10.1093/nar/gkv443
25943543,TFmiR: a web server for constructing and analyzing disease-specific transcription factor and miRNA co-regulatory networks,"Hamed M, Spaniol C, Nazarieh M, Helms V.",Nucleic Acids Res. 2015 Jul 1;43(W1):W283-8. doi: 10.1093/nar/gkv418. Epub 2015 May 5.,Hamed M,Nucleic Acids Res,2015,2015/05/07,PMC4489273,,10.1093/nar/gkv418
25943544,FlyNet: a versatile network prioritization server for the Drosophila community,"Shin J, Yang S, Kim E, Kim CY, Shim H, Cho A, Kim H, Hwang S, Shim JE, Lee I.",Nucleic Acids Res. 2015 Jul 1;43(W1):W91-7. doi: 10.1093/nar/gkv453. Epub 2015 May 5.,Shin J,Nucleic Acids Res,2015,2015/05/07,PMC4489278,,10.1093/nar/gkv453
25943545,CABS-dock web server for the flexible docking of peptides to proteins without prior knowledge of the binding site,"Kurcinski M, Jamroz M, Blaszczyk M, Kolinski A, Kmiecik S.",Nucleic Acids Res. 2015 Jul 1;43(W1):W419-24. doi: 10.1093/nar/gkv456. Epub 2015 May 5.,Kurcinski M,Nucleic Acids Res,2015,2015/05/07,PMC4489223,,10.1093/nar/gkv456
25943546,(PS)2: protein structure prediction server version 3.0,"Huang TT, Hwang JK, Chen CH, Chu CS, Lee CW, Chen CC.",Nucleic Acids Res. 2015 Jul 1;43(W1):W338-42. doi: 10.1093/nar/gkv454. Epub 2015 May 5.,Huang TT,Nucleic Acids Res,2015,2015/05/07,PMC4489310,,10.1093/nar/gkv454
25943547,HMMER web server: 2015 update,"Finn RD, Clements J, Arndt W, Miller BL, Wheeler TJ, Schreiber F, Bateman A, Eddy SR.",Nucleic Acids Res. 2015 Jul 1;43(W1):W30-8. doi: 10.1093/nar/gkv397. Epub 2015 May 5.,Finn RD,Nucleic Acids Res,2015,2015/05/07,PMC4489315,,10.1093/nar/gkv397
25943549,CCTOP: a Consensus Constrained TOPology prediction web server,"Dobson L, Reményi I, Tusnády GE.",Nucleic Acids Res. 2015 Jul 1;43(W1):W408-12. doi: 10.1093/nar/gkv451. Epub 2015 May 5.,Dobson L,Nucleic Acids Res,2015,2015/05/07,PMC4489262,,10.1093/nar/gkv451
25948579,antiSMASH 3.0-a comprehensive resource for the genome mining of biosynthetic gene clusters,"Weber T, Blin K, Duddela S, Krug D, Kim HU, Bruccoleri R, Lee SY, Fischbach MA, Müller R, Wohlleben W, Breitling R, Takano E, Medema MH.",Nucleic Acids Res. 2015 Jul 1;43(W1):W237-43. doi: 10.1093/nar/gkv437. Epub 2015 May 6.,Weber T,Nucleic Acids Res,2015,2015/05/08,PMC4489286,,10.1093/nar/gkv437
25948580,PACCMIT/PACCMIT-CDS: identifying microRNA targets in 3' UTRs and coding sequences,"Šulc M, Marín RM, Robins HS, Vaníček J.",Nucleic Acids Res. 2015 Jul 1;43(W1):W474-9. doi: 10.1093/nar/gkv457. Epub 2015 May 6.,Šulc M,Nucleic Acids Res,2015,2015/05/08,PMC4489287,,10.1093/nar/gkv457
25948583,SELPHI: correlation-based identification of kinase-associated networks from global phospho-proteomics data sets,"Petsalaki E, Helbig AO, Gopal A, Pasculescu A, Roth FP, Pawson T.",Nucleic Acids Res. 2015 Jul 1;43(W1):W276-82. doi: 10.1093/nar/gkv459. Epub 2015 May 6.,Petsalaki E,Nucleic Acids Res,2015,2015/05/08,PMC4489257,,10.1093/nar/gkv459
25953851,The MEME Suite,"Bailey TL, Johnson J, Grant CE, Noble WS.",Nucleic Acids Res. 2015 Jul 1;43(W1):W39-49. doi: 10.1093/nar/gkv416. Epub 2015 May 7.,Bailey TL,Nucleic Acids Res,2015,2015/05/09,PMC4489269,,10.1093/nar/gkv416
25956651,PockDrug-Server: a new web server for predicting pocket druggability on holo and apo proteins,"Hussein HA, Borrel A, Geneix C, Petitjean M, Regad L, Camproux AC.",Nucleic Acids Res. 2015 Jul 1;43(W1):W436-42. doi: 10.1093/nar/gkv462. Epub 2015 May 8.,Hussein HA,Nucleic Acids Res,2015,2015/05/10,PMC4489252,,10.1093/nar/gkv462
25956653,xVis: a web server for the schematic visualization and interpretation of crosslink-derived spatial restraints,"Grimm M, Zimniak T, Kahraman A, Herzog F.",Nucleic Acids Res. 2015 Jul 1;43(W1):W362-9. doi: 10.1093/nar/gkv463. Epub 2015 May 8.,Grimm M,Nucleic Acids Res,2015,2015/05/10,PMC4489277,,10.1093/nar/gkv463
25956654,ProtPhylo: identification of protein-phenotype and protein-protein functional associations via phylogenetic profiling,"Cheng Y, Perocchi F.",Nucleic Acids Res. 2015 Jul 1;43(W1):W160-8. doi: 10.1093/nar/gkv455. Epub 2015 May 8.,Cheng Y,Nucleic Acids Res,2015,2015/05/10,PMC4489284,,10.1093/nar/gkv455
25958391,SCUDO: a tool for signature-based clustering of expression profiles,"Lauria M, Moyseos P, Priami C.",Nucleic Acids Res. 2015 Jul 1;43(W1):W188-92. doi: 10.1093/nar/gkv449. Epub 2015 May 9.,Lauria M,Nucleic Acids Res,2015,2015/05/11,PMC4489218,,10.1093/nar/gkv449
25958392,PhyloGene server for identification and visualization of co-evolving proteins using normalized phylogenetic profiles,"Sadreyev IR, Ji F, Cohen E, Ruvkun G, Tabach Y.",Nucleic Acids Res. 2015 Jul 1;43(W1):W154-9. doi: 10.1093/nar/gkv452. Epub 2015 May 9.,Sadreyev IR,Nucleic Acids Res,2015,2015/05/11,PMC4489270,,10.1093/nar/gkv452
25958393,NaviCell Web Service for network-based data visualization,"Bonnet E, Viara E, Kuperstein I, Calzone L, Cohen DP, Barillot E, Zinovyev A.",Nucleic Acids Res. 2015 Jul 1;43(W1):W560-5. doi: 10.1093/nar/gkv450. Epub 2015 May 9.,Bonnet E,Nucleic Acids Res,2015,2015/05/11,PMC4489283,,10.1093/nar/gkv450
25958395,"Pse-in-One: a web server for generating various modes of pseudo components of DNA, RNA, and protein sequences","Liu B, Liu F, Wang X, Chen J, Fang L, Chou KC.",Nucleic Acids Res. 2015 Jul 1;43(W1):W65-71. doi: 10.1093/nar/gkv458. Epub 2015 May 9.,Liu B,Nucleic Acids Res,2015,2015/05/11,PMC4489303,,10.1093/nar/gkv458
25964298,RNA-Redesign: a web server for fixed-backbone 3D design of RNA,"Yesselman JD, Das R.",Nucleic Acids Res. 2015 Jul 1;43(W1):W498-501. doi: 10.1093/nar/gkv465. Epub 2015 May 11.,Yesselman JD,Nucleic Acids Res,2015,2015/05/13,PMC4489241,,10.1093/nar/gkv465
25964299,CATH FunFHMMer web server: protein functional annotations using functional family assignments,"Das S, Sillitoe I, Lee D, Lees JG, Dawson NL, Ward J, Orengo CA.",Nucleic Acids Res. 2015 Jul 1;43(W1):W148-53. doi: 10.1093/nar/gkv488. Epub 2015 May 11.,Das S,Nucleic Acids Res,2015,2015/05/13,PMC4489299,,10.1093/nar/gkv488
25964301,OrthoVenn: a web server for genome wide comparison and annotation of orthologous clusters across multiple species,"Wang Y, Coleman-Derr D, Chen G, Gu YQ.",Nucleic Acids Res. 2015 Jul 1;43(W1):W78-84. doi: 10.1093/nar/gkv487. Epub 2015 May 11.,Wang Y,Nucleic Acids Res,2015,2015/05/13,PMC4489293,,10.1093/nar/gkv487
25969446,The TOPCONS web server for consensus prediction of membrane protein topology and signal peptides,"Tsirigos KD, Peters C, Shu N, Käll L, Elofsson A.",Nucleic Acids Res. 2015 Jul 1;43(W1):W401-7. doi: 10.1093/nar/gkv485. Epub 2015 May 12.,Tsirigos KD,Nucleic Acids Res,2015,2015/05/14,PMC4489233,,10.1093/nar/gkv485
25969447,ClustVis: a web tool for visualizing clustering of multivariate data using Principal Component Analysis and heatmap,"Metsalu T, Vilo J.",Nucleic Acids Res. 2015 Jul 1;43(W1):W566-70. doi: 10.1093/nar/gkv468. Epub 2015 May 12.,Metsalu T,Nucleic Acids Res,2015,2015/05/14,PMC4489295,,10.1093/nar/gkv468
25969449,GalaxyPepDock: a protein-peptide docking tool based on interaction similarity and energy optimization,"Lee H, Heo L, Lee MS, Seok C.",Nucleic Acids Res. 2015 Jul 1;43(W1):W431-5. doi: 10.1093/nar/gkv495. Epub 2015 May 12.,Lee H,Nucleic Acids Res,2015,2015/05/14,PMC4489314,,10.1093/nar/gkv495
25969450,"IMP 2.0: a multi-species functional genomics portal for integration, visualization and prediction of protein functions and networks","Wong AK, Krishnan A, Yao V, Tadych A, Troyanskaya OG.",Nucleic Acids Res. 2015 Jul 1;43(W1):W128-33. doi: 10.1093/nar/gkv486. Epub 2015 May 12.,Wong AK,Nucleic Acids Res,2015,2015/05/14,PMC4489318,,10.1093/nar/gkv486
25977292,BCSearch: fast structural fragment mining over large collections of protein structures,"Guyon F, Martz F, Vavrusa M, Bécot J, Rey J, Tufféry P.",Nucleic Acids Res. 2015 Jul 1;43(W1):W378-82. doi: 10.1093/nar/gkv492. Epub 2015 May 14.,Guyon F,Nucleic Acids Res,2015,2015/05/16,PMC4489267,,10.1093/nar/gkv492
25977293,Web-Beagle: a web server for the alignment of RNA secondary structures,"Mattei E, Pietrosanto M, Ferrè F, Helmer-Citterich M.",Nucleic Acids Res. 2015 Jul 1;43(W1):W493-7. doi: 10.1093/nar/gkv489. Epub 2015 May 14.,Mattei E,Nucleic Acids Res,2015,2015/05/16,PMC4489221,,10.1093/nar/gkv489
25977294,DIANA-miRPath v3.0: deciphering microRNA function with experimental support,"Vlachos IS, Zagganas K, Paraskevopoulou MD, Georgakilas G, Karagkouni D, Vergoulis T, Dalamagas T, Hatzigeorgiou AG.",Nucleic Acids Res. 2015 Jul 1;43(W1):W460-6. doi: 10.1093/nar/gkv403. Epub 2015 May 14.,Vlachos IS,Nucleic Acids Res,2015,2015/05/16,PMC4489228,,10.1093/nar/gkv403
25977296,NPDock: a web server for protein-nucleic acid docking,"Tuszynska I, Magnus M, Jonak K, Dawson W, Bujnicki JM.",Nucleic Acids Res. 2015 Jul 1;43(W1):W425-30. doi: 10.1093/nar/gkv493. Epub 2015 May 14.,Tuszynska I,Nucleic Acids Res,2015,2015/05/16,PMC4489298,,10.1093/nar/gkv493
25977297,PrionW: a server to identify proteins containing glutamine/asparagine rich prion-like domains and their amyloid cores,"Zambrano R, Conchillo-Sole O, Iglesias V, Illa R, Rousseau F, Schymkowitz J, Sabate R, Daura X, Ventura S.",Nucleic Acids Res. 2015 Jul 1;43(W1):W331-7. doi: 10.1093/nar/gkv490. Epub 2015 May 14.,Zambrano R,Nucleic Acids Res,2015,2015/05/16,PMC4489250,,10.1093/nar/gkv490
25977299,ZCURVE 3.0: identify prokaryotic genes with higher accuracy as well as automatically and accurately select essential genes,"Hua ZG, Lin Y, Yuan YZ, Yang DC, Wei W, Guo FB.",Nucleic Acids Res. 2015 Jul 1;43(W1):W85-90. doi: 10.1093/nar/gkv491. Epub 2015 May 14.,Hua ZG,Nucleic Acids Res,2015,2015/05/16,PMC4489317,,10.1093/nar/gkv491
25979264,SIFTER search: a web server for accurate phylogeny-based protein function prediction,"Sahraeian SM, Luo KR, Brenner SE.",Nucleic Acids Res. 2015 Jul 1;43(W1):W141-7. doi: 10.1093/nar/gkv461. Epub 2015 May 15.,Sahraeian SM,Nucleic Acids Res,2015,2015/05/17,PMC4489292,,10.1093/nar/gkv461
25979265,CSI 3.0: a web server for identifying secondary and super-secondary structure in proteins using NMR chemical shifts,"Hafsa NE, Arndt D, Wishart DS.",Nucleic Acids Res. 2015 Jul 1;43(W1):W370-7. doi: 10.1093/nar/gkv494. Epub 2015 May 15.,Hafsa NE,Nucleic Acids Res,2015,2015/05/17,PMC4489240,,10.1093/nar/gkv494
25990723,MS2PIP prediction server: compute and visualize MS2 peak intensity predictions for CID and HCD fragmentation,"Degroeve S, Maddelein D, Martens L.",Nucleic Acids Res. 2015 Jul 1;43(W1):W326-30. doi: 10.1093/nar/gkv542. Epub 2015 May 18.,Degroeve S,Nucleic Acids Res,2015,2015/05/21,PMC4489309,,10.1093/nar/gkv542
25990726,Multidimensional gene search with Genehopper,"Munz M, Tönnies S, Balke WT, Simon E.",Nucleic Acids Res. 2015 Jul 1;43(W1):W98-103. doi: 10.1093/nar/gkv511. Epub 2015 May 18.,Munz M,Nucleic Acids Res,2015,2015/05/21,PMC4489220,,10.1093/nar/gkv511
25990727,APPRIS WebServer and WebServices,"Rodriguez JM, Carro A, Valencia A, Tress ML.",Nucleic Acids Res. 2015 Jul 1;43(W1):W455-9. doi: 10.1093/nar/gkv512. Epub 2015 May 18.,Rodriguez JM,Nucleic Acids Res,2015,2015/05/21,PMC4489225,,10.1093/nar/gkv512
25990732,StarScan: a web server for scanning small RNA targets from degradome sequencing data,"Liu S, Li JH, Wu J, Zhou KR, Zhou H, Yang JH, Qu LH.",Nucleic Acids Res. 2015 Jul 1;43(W1):W480-6. doi: 10.1093/nar/gkv524. Epub 2015 May 18.,Liu S,Nucleic Acids Res,2015,2015/05/21,PMC4489260,,10.1093/nar/gkv524
25990735,"MyProteinNet: build up-to-date protein interaction networks for organisms, tissues and user-defined contexts","Basha O, Flom D, Barshir R, Smoly I, Tirman S, Yeger-Lotem E.",Nucleic Acids Res. 2015 Jul 1;43(W1):W258-63. doi: 10.1093/nar/gkv515. Epub 2015 May 18.,Basha O,Nucleic Acids Res,2015,2015/05/21,PMC4489290,,10.1093/nar/gkv515
25999345,Primerize: automated primer assembly for transcribing non-coding RNA domains,"Tian S, Yesselman JD, Cordero P, Das R.",Nucleic Acids Res. 2015 Jul 1;43(W1):W522-6. doi: 10.1093/nar/gkv538. Epub 2015 May 20.,Tian S,Nucleic Acids Res,2015,2015/05/23,PMC4489279,,10.1093/nar/gkv538
26007650,"LYRA, a webserver for lymphocyte receptor structural modeling","Klausen MS, Anderson MV, Jespersen MC, Nielsen M, Marcatili P.",Nucleic Acids Res. 2015 Jul 1;43(W1):W349-55. doi: 10.1093/nar/gkv535. Epub 2015 May 24.,Klausen MS,Nucleic Acids Res,2015,2015/05/27,PMC4489227,,10.1093/nar/gkv535
26007653,StemChecker: a web-based tool to discover and explore stemness signatures in gene sets,"Pinto JP, Kalathur RK, Oliveira DV, Barata T, Machado RS, Machado S, Pacheco-Leyva I, Duarte I, Futschik ME.",Nucleic Acids Res. 2015 Jul 1;43(W1):W72-7. doi: 10.1093/nar/gkv529. Epub 2015 May 24.,Pinto JP,Nucleic Acids Res,2015,2015/05/27,PMC4489266,,10.1093/nar/gkv529
26013810,PatternQuery: web application for fast detection of biomacromolecular structural patterns in the entire Protein Data Bank,"Sehnal D, Pravda L, Svobodová Vařeková R, Ionescu CM, Koča J.",Nucleic Acids Res. 2015 Jul 1;43(W1):W383-8. doi: 10.1093/nar/gkv561. Epub 2015 May 26.,Sehnal D,Nucleic Acids Res,2015,2015/05/28,PMC4489247,,10.1093/nar/gkv561
26013811,DeAnnCNV: a tool for online detection and annotation of copy number variations from whole-exome sequencing data,"Zhang Y, Yu Z, Ban R, Zhang H, Iqbal F, Zhao A, Li A, Shi Q.",Nucleic Acids Res. 2015 Jul 1;43(W1):W289-94. doi: 10.1093/nar/gkv556. Epub 2015 May 26.,Zhang Y,Nucleic Acids Res,2015,2015/05/28,PMC4489280,,10.1093/nar/gkv556
26019176,RNAiFold 2.0: a web server and software to design custom and Rfam-based RNA molecules,"Garcia-Martin JA, Dotu I, Clote P.",Nucleic Acids Res. 2015 Jul 1;43(W1):W513-21. doi: 10.1093/nar/gkv460. Epub 2015 May 27.,Garcia-Martin JA,Nucleic Acids Res,2015,2015/05/29,PMC4489274,,10.1093/nar/gkv460
26019177,"INGA: protein function prediction combining interaction networks, domain assignments and sequence similarity","Piovesan D, Giollo M, Leonardi E, Ferrari C, Tosatto SC.",Nucleic Acids Res. 2015 Jul 1;43(W1):W134-40. doi: 10.1093/nar/gkv523. Epub 2015 May 27.,Piovesan D,Nucleic Acids Res,2015,2015/05/29,PMC4489281,,10.1093/nar/gkv523
26019179,sRNAtoolbox: an integrated collection of small RNA research tools,"Rueda A, Barturen G, Lebrón R, Gómez-Martín C, Alganza Á, Oliver JL, Hackenberg M.",Nucleic Acids Res. 2015 Jul 1;43(W1):W467-73. doi: 10.1093/nar/gkv555. Epub 2015 May 27.,Rueda A,Nucleic Acids Res,2015,2015/05/29,PMC4489306,,10.1093/nar/gkv555
26032772,I-COMS: Interprotein-COrrelated Mutations Server,"Iserte J, Simonetti FL, Zea DJ, Teppa E, Marino-Buslje C.",Nucleic Acids Res. 2015 Jul 1;43(W1):W320-5. doi: 10.1093/nar/gkv572. Epub 2015 Jun 1.,Iserte J,Nucleic Acids Res,2015,2015/06/03,PMC4489276,,10.1093/nar/gkv572
26040700,SNiPlay3: a web-based application for exploration and large scale analyses of genomic variations,"Dereeper A, Homa F, Andres G, Sempere G, Sarah G, Hueber Y, Dufayard JF, Ruiz M.",Nucleic Acids Res. 2015 Jul 1;43(W1):W295-300. doi: 10.1093/nar/gkv351. Epub 2015 Jun 3.,Dereeper A,Nucleic Acids Res,2015,2015/06/05,PMC4489301,,10.1093/nar/gkv351
26044712,"CATNAP: a tool to compile, analyze and tally neutralizing antibody panels","Yoon H, Macke J, West AP Jr, Foley B, Bjorkman PJ, Korber B, Yusim K.",Nucleic Acids Res. 2015 Jul 1;43(W1):W213-9. doi: 10.1093/nar/gkv404. Epub 2015 Jun 4.,Yoon H,Nucleic Acids Res,2015,2015/06/06,PMC4489231,,10.1093/nar/gkv404
26048960,R3D-2-MSA: the RNA 3D structure-to-multiple sequence alignment server,"Cannone JJ, Sweeney BA, Petrov AI, Gutell RR, Zirbel CL, Leontis N.",Nucleic Acids Res. 2015 Jul 1;43(W1):W15-23. doi: 10.1093/nar/gkv543. Epub 2015 Jun 5.,Cannone JJ,Nucleic Acids Res,2015,2015/06/07,PMC4489222,,10.1093/nar/gkv543
26068469,RNAssess--a web server for quality assessment of RNA 3D structures,"Lukasiak P, Antczak M, Ratajczak T, Szachniuk M, Popenda M, Adamiak RW, Blazewicz J.",Nucleic Acids Res. 2015 Jul 1;43(W1):W502-6. doi: 10.1093/nar/gkv557. Epub 2015 Jun 11.,Lukasiak P,Nucleic Acids Res,2015,2015/06/13,PMC4489242,,10.1093/nar/gkv557
27079975,deepTools2: a next generation web server for deep-sequencing data analysis,"Ramírez F, Ryan DP, Grüning B, Bhardwaj V, Kilpert F, Richter AS, Heyne S, Dündar F, Manke T.",Nucleic Acids Res. 2016 Jul 8;44(W1):W160-5. doi: 10.1093/nar/gkw257. Epub 2016 Apr 13.,Ramírez F,Nucleic Acids Res,2016,2016/04/16,PMC4987876,,10.1093/nar/gkw257
27084938,DeepBlue epigenomic data server: programmatic data retrieval and analysis of epigenome region sets,"Albrecht F, List M, Bock C, Lengauer T.",Nucleic Acids Res. 2016 Jul 8;44(W1):W581-6. doi: 10.1093/nar/gkw211. Epub 2016 Apr 15.,Albrecht F,Nucleic Acids Res,2016,2016/04/17,PMC4987868,,10.1093/nar/gkw211
27084939,RBscore&NBench: a high-level web server for nucleic acid binding residues prediction with a large-scale benchmarking database,"Miao Z, Westhof E.",Nucleic Acids Res. 2016 Jul 8;44(W1):W562-7. doi: 10.1093/nar/gkw251. Epub 2016 Apr 15.,Miao Z,Nucleic Acids Res,2016,2016/04/17,PMC4987871,,10.1093/nar/gkw251
27084943,MAGIC-web: a platform for untargeted and targeted N-linked glycoprotein identification,"Lih TM, Choong WK, Chen CC, Cheng CW, Lin HN, Chen CT, Chang HY, Hsu WL, Sung TY.",Nucleic Acids Res. 2016 Jul 8;44(W1):W575-80. doi: 10.1093/nar/gkw254. Epub 2016 Apr 15.,Lih TM,Nucleic Acids Res,2016,2016/04/17,PMC4987873,,10.1093/nar/gkw254
27084944,MBROLE 2.0-functional enrichment of chemical compounds,"López-Ibáñez J, Pazos F, Chagoyen M.",Nucleic Acids Res. 2016 Jul 8;44(W1):W201-4. doi: 10.1093/nar/gkw253. Epub 2016 Apr 15.,López-Ibáñez J,Nucleic Acids Res,2016,2016/04/17,PMC4987872,,10.1093/nar/gkw253
27084948,mtDNA-Server: next-generation sequencing data analysis of human mitochondrial DNA in the cloud,"Weissensteiner H, Forer L, Fuchsberger C, Schöpf B, Kloss-Brandstätter A, Specht G, Kronenberg F, Schönherr S.",Nucleic Acids Res. 2016 Jul 8;44(W1):W64-9. doi: 10.1093/nar/gkw247. Epub 2016 Apr 15.,Weissensteiner H,Nucleic Acids Res,2016,2016/04/17,PMC4987870,,10.1093/nar/gkw247
27084950,W-IQ-TREE: a fast online phylogenetic tool for maximum likelihood analysis,"Trifinopoulos J, Nguyen LT, von Haeseler A, Minh BQ.",Nucleic Acids Res. 2016 Jul 8;44(W1):W232-5. doi: 10.1093/nar/gkw256. Epub 2016 Apr 15.,Trifinopoulos J,Nucleic Acids Res,2016,2016/04/17,PMC4987875,,10.1093/nar/gkw256
27084951,HaploGrep 2: mitochondrial haplogroup classification in the era of high-throughput sequencing,"Weissensteiner H, Pacher D, Kloss-Brandstätter A, Forer L, Specht G, Bandelt HJ, Kronenberg F, Salas A, Schönherr S.",Nucleic Acids Res. 2016 Jul 8;44(W1):W58-63. doi: 10.1093/nar/gkw233. Epub 2016 Apr 15.,Weissensteiner H,Nucleic Acids Res,2016,2016/04/17,PMC4987869,,10.1093/nar/gkw233
27085803,ProViz-a web-based visualization tool to investigate the functional and evolutionary features of protein sequences,"Jehl P, Manguy J, Shields DC, Higgins DG, Davey NE.",Nucleic Acids Res. 2016 Jul 8;44(W1):W11-5. doi: 10.1093/nar/gkw265. Epub 2016 Apr 16.,Jehl P,Nucleic Acids Res,2016,2016/04/18,PMC4987877,,10.1093/nar/gkw265
27095192,Interactive tree of life (iTOL) v3: an online tool for the display and annotation of phylogenetic and other trees,"Letunic I, Bork P.",Nucleic Acids Res. 2016 Jul 8;44(W1):W242-5. doi: 10.1093/nar/gkw290. Epub 2016 Apr 19.,Letunic I,Nucleic Acids Res,2016,2016/04/21,PMC4987883,,10.1093/nar/gkw290
27095195,Pharmit: interactive exploration of chemical space,"Sunseri J, Koes DR.",Nucleic Acids Res. 2016 Jul 8;44(W1):W442-8. doi: 10.1093/nar/gkw287. Epub 2016 Apr 19.,Sunseri J,Nucleic Acids Res,2016,2016/04/21,PMC4987880,,10.1093/nar/gkw287
27095203,SimRNAweb: a web server for RNA 3D structure modeling with optional restraints,"Magnus M, Boniecki MJ, Dawson W, Bujnicki JM.",Nucleic Acids Res. 2016 Jul 8;44(W1):W315-9. doi: 10.1093/nar/gkw279. Epub 2016 Apr 19.,Magnus M,Nucleic Acids Res,2016,2016/04/21,PMC4987879,,10.1093/nar/gkw279
27098035,GIANT API: an application programming interface for functional genomics,"Roberts AM, Wong AK, Fisk I, Troyanskaya OG.",Nucleic Acids Res. 2016 Jul 8;44(W1):W587-92. doi: 10.1093/nar/gkw289. Epub 2016 Apr 20.,Roberts AM,Nucleic Acids Res,2016,2016/04/22,PMC4987882,,10.1093/nar/gkw289
27098038,GeNemo: a search engine for web-based functional genomic data,"Zhang Y, Cao X, Zhong S.",Nucleic Acids Res. 2016 Jul 8;44(W1):W122-7. doi: 10.1093/nar/gkw299. Epub 2016 Apr 20.,Zhang Y,Nucleic Acids Res,2016,2016/04/22,PMC4987887,,10.1093/nar/gkw299
27098040,GAM: a web-service for integrated transcriptional and metabolic network analysis,"Sergushichev AA, Loboda AA, Jha AK, Vincent EE, Driggers EM, Jones RG, Pearce EJ, Artyomov MN.",Nucleic Acids Res. 2016 Jul 8;44(W1):W194-200. doi: 10.1093/nar/gkw266. Epub 2016 Apr 20.,Sergushichev AA,Nucleic Acids Res,2016,2016/04/22,PMC4987878,,10.1093/nar/gkw266
27098042,g:Profiler-a web server for functional interpretation of gene lists (2016 update),"Reimand J, Arak T, Adler P, Kolberg L, Reisberg S, Peterson H, Vilo J.",Nucleic Acids Res. 2016 Jul 8;44(W1):W83-9. doi: 10.1093/nar/gkw199. Epub 2016 Apr 20.,Reimand J,Nucleic Acids Res,2016,2016/04/22,PMC4987867,,10.1093/nar/gkw199
27098043,EDGAR 2.0: an enhanced software platform for comparative gene content analyses,"Blom J, Kreis J, Spänig S, Juhre T, Bertelli C, Ernst C, Goesmann A.",Nucleic Acids Res. 2016 Jul 8;44(W1):W22-8. doi: 10.1093/nar/gkw255. Epub 2016 Apr 20.,Blom J,Nucleic Acids Res,2016,2016/04/22,PMC4987874,,10.1093/nar/gkw255
27105844,EXPLoRA-web: linkage analysis of quantitative trait loci using bulk segregant analysis,"Pulido-Tamayo S, Duitama J, Marchal K.",Nucleic Acids Res. 2016 Jul 8;44(W1):W142-6. doi: 10.1093/nar/gkw298. Epub 2016 Apr 21.,Pulido-Tamayo S,Nucleic Acids Res,2016,2016/04/24,PMC4987886,,10.1093/nar/gkw298
27105845,Companion: a web server for annotation and analysis of parasite genomes,"Steinbiss S, Silva-Franco F, Brunk B, Foth B, Hertz-Fowler C, Berriman M, Otto TD.",Nucleic Acids Res. 2016 Jul 8;44(W1):W29-34. doi: 10.1093/nar/gkw292. Epub 2016 Apr 21.,Steinbiss S,Nucleic Acids Res,2016,2016/04/24,PMC4987884,,10.1093/nar/gkw292
